Nome do produto,Variante de produto,SKU,Preço,Quantidade,Vendas brutas,Descontos,Impostos,Total de itens
Vespoid Stalker Arms,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,36","R$ 0,10","R$ 0,00","R$ 0,26"
Shifty Minnow,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,25","R$ 0,00","R$ 0,00","R$ 0,25"
Tigress of the Dark Moon Stalker,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,26","R$ 0,01","R$ 0,00","R$ 0,25"
Doll of the Dead's Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,25","R$ 0,00","R$ 0,00","R$ 0,25"
Mask of a Thousand Faces,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,25","R$ 0,00","R$ 0,00","R$ 0,25"
Genuine Lieutenant Squawkins,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,26","R$ 0,01","R$ 0,00","R$ 0,25"
Taunt: Dirt Surfer,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,25","R$ 0,00","R$ 0,00","R$ 0,25"
Whispering Wings - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,41","R$ 0,16","R$ 0,00","R$ 0,25"
Prismatic Drake,Desconhecido,Desconhecido,Desconhecido,4,"R$ 0,24","R$ 0,00","R$ 0,00","R$ 0,24"
Bloodbird's Lament - Belt,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,24","R$ 0,00","R$ 0,00","R$ 0,24"
Taunt: We Have Liftoff,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,24","R$ 0,00","R$ 0,00","R$ 0,24"
Cursed Spell Surveyor,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,24","R$ 0,00","R$ 0,00","R$ 0,24"
Swine Helmet,Desconhecido,Desconhecido,Desconhecido,1,"R$ 1,07","R$ 0,84","R$ 0,00","R$ 0,23"
Heat of the Sixth Hell,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,23","R$ 0,00","R$ 0,00","R$ 0,23"
International 2023 - Loading Screen Treasure,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,23","R$ 0,00","R$ 0,00","R$ 0,23"
Armor of the Stalwart Soul,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,23","R$ 0,00","R$ 0,00","R$ 0,23"
Mega-Kills: Dark Willow,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,23","R$ 0,00","R$ 0,00","R$ 0,23"
The World Splitter,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,23","R$ 0,00","R$ 0,00","R$ 0,23"
Tines of the Pyrexae - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,24","R$ 0,02","R$ 0,00","R$ 0,22"
Inscribed Mask of Mortis,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,43","R$ 0,21","R$ 0,00","R$ 0,22"
Swine Visor,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,99","R$ 0,77","R$ 0,00","R$ 0,22"
Shagbark,Desconhecido,Desconhecido,Desconhecido,3,"R$ 0,24","R$ 0,03","R$ 0,00","R$ 0,21"
Tines of the Pyrexae - Tail,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,21","R$ 0,00","R$ 0,00","R$ 0,21"
Curse of the Malignant Corruption Set,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,21","R$ 0,00","R$ 0,00","R$ 0,21"
Taunt: Melon Massacre,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,21","R$ 0,00","R$ 0,00","R$ 0,21"
Back Buoy of the Shoreline Sapper,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,21","R$ 0,00","R$ 0,00","R$ 0,21"
Desert Gale Set,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,21","R$ 0,00","R$ 0,00","R$ 0,21"
Axe of the Proven,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,19","R$ 0,00","R$ 0,00","R$ 0,19"
Shell of the Umizar Crawler,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,08","R$ 0,00","R$ 0,19"
Swine Powder Barrel,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,86","R$ 0,67","R$ 0,00","R$ 0,19"
Dreaded Greevil,Desconhecido,Desconhecido,Desconhecido,3,"R$ 0,19","R$ 0,00","R$ 0,00","R$ 0,19"
Highborn Heretic - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,19","R$ 0,00","R$ 0,00","R$ 0,19"
Infernal Wings,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,19","R$ 0,00","R$ 0,00","R$ 0,19"
Reflection of the Surging Stream - Misc,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,81","R$ 0,62","R$ 0,00","R$ 0,19"
Herald of Frost and Flame - Flame Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,08","R$ 0,00","R$ 0,19"
Lieutenant Squawkins,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,19","R$ 0,00","R$ 0,00","R$ 0,19"
Plague Baron Wand,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,08","R$ 0,00","R$ 0,19"
Sword of the Smoldering Sage,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,81","R$ 0,62","R$ 0,00","R$ 0,19"
Redhorn,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,18","R$ 0,00","R$ 0,00","R$ 0,18"
Eyes in the Endless Dark - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,18","R$ 0,00","R$ 0,00","R$ 0,18"
Barding of the Proven,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,18","R$ 0,00","R$ 0,00","R$ 0,18"
Molten Bore - Armor,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,18","R$ 0,00","R$ 0,00","R$ 0,18"
Infused Blade of Prismatic Grace,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,18","R$ 0,00","R$ 0,00","R$ 0,18"
Crescent,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,18","R$ 0,00","R$ 0,00","R$ 0,18"
Vestments of the Exiled Ronin,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,18","R$ 0,00","R$ 0,00","R$ 0,18"
Avatars of Aktok,Desconhecido,Desconhecido,Desconhecido,3,"R$ 0,26","R$ 0,09","R$ 0,00","R$ 0,17"
International 2024 Loading Screen IV,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,16","R$ 0,00","R$ 0,00","R$ 0,16"
Mega-Kills: Kunkka & Tidehunter,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,16","R$ 0,00","R$ 0,00","R$ 0,16"
Winter Lineage Off-Hand Blade of the Primeval Predator,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,23","R$ 0,07","R$ 0,00","R$ 0,16"
Keeper of the Nether-Lens - Belt,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,16","R$ 0,00","R$ 0,00","R$ 0,16"
Tahlin Occult Set,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,16","R$ 0,00","R$ 0,00","R$ 0,16"
Genuine Krane the Enlightened,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,16","R$ 0,00","R$ 0,00","R$ 0,16"
Songs of the Caravan Music Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,16","R$ 0,00","R$ 0,00","R$ 0,16"
Deathripper,Desconhecido,Desconhecido,Desconhecido,3,"R$ 0,16","R$ 0,00","R$ 0,00","R$ 0,16"
Keeper of the Nether-Lens - Shoulder,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,15","R$ 0,00","R$ 0,00","R$ 0,15"
Genuine Triumph,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,15","R$ 0,00","R$ 0,00","R$ 0,15"
Whispering Wings - Arms,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,24","R$ 0,09","R$ 0,00","R$ 0,15"
Driftwood,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,25","R$ 0,10","R$ 0,00","R$ 0,15"
Coco the Courageous,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,14","R$ 0,00","R$ 0,00","R$ 0,14"
Inscribed Everglyph Goggles,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,14","R$ 0,00","R$ 0,00","R$ 0,14"
Bracers of the Sunken Gaoler,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,14","R$ 0,00","R$ 0,00","R$ 0,14"
Loading Screen of Grim Reformation,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,14","R$ 0,00","R$ 0,00","R$ 0,14"
Krane the Enlightened,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,14","R$ 0,00","R$ 0,00","R$ 0,14"
Tiny Scarlet Quarry,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,42","R$ 0,29","R$ 0,00","R$ 0,13"
Twilight Legions,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,14","R$ 0,01","R$ 0,00","R$ 0,13"
Style of the Battleranger,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,16","R$ 0,03","R$ 0,00","R$ 0,13"
Bulwark of the Rogue Knight,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,18","R$ 0,06","R$ 0,00","R$ 0,12"
Taunt: Bathed in the Glow,Desconhecido,Desconhecido,Desconhecido,1,"R$ 5,40","R$ 5,28","R$ 0,00","R$ 0,12"
Hallowed Chest of the Diretide,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,12","R$ 0,00","R$ 0,00","R$ 0,12"
Porcine Princess Penelope,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,12","R$ 0,00","R$ 0,00","R$ 0,12"
Inscribed Mournful Reverie,Desconhecido,Desconhecido,Desconhecido,1,"R$ 1,05","R$ 0,93","R$ 0,00","R$ 0,12"
Watchful Wyrm,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,12","R$ 0,00","R$ 0,00","R$ 0,12"
Eyes in the Endless Dark - Belt,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,11","R$ 0,00","R$ 0,00","R$ 0,11"
Keeper of the Nether-Lens - Back,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,11","R$ 0,00","R$ 0,00","R$ 0,11"
Helm of the Rain Forest Refugee,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,11","R$ 0,00","R$ 0,00","R$ 0,11"
Medium Scarlet Quarry,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,38","R$ 0,27","R$ 0,00","R$ 0,11"
International 2024 Team Loading Screen - Heroic,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,15","R$ 0,04","R$ 0,00","R$ 0,11"
Cursed Masks of Ancestral Luck,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,11","R$ 0,00","R$ 0,00","R$ 0,11"
Battle Pass 2022 Loading Screen IV,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,10","R$ 0,00","R$ 0,00","R$ 0,10"
Bloodbird's Lament - Shoulder,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,10","R$ 0,00","R$ 0,00","R$ 0,10"
Zaru'Kina Protector's Hair,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,17","R$ 0,07","R$ 0,00","R$ 0,10"
Wings of Imperium - Armor,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,10","R$ 0,00","R$ 0,00","R$ 0,10"
Helm of the Primeval Predator,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,10","R$ 0,00","R$ 0,00","R$ 0,10"
Reflection of the Surging Stream - Back,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,45","R$ 0,35","R$ 0,00","R$ 0,10"
Tail of Unfettered Malevolence,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,10","R$ 0,00","R$ 0,00","R$ 0,10"
Greedy Greevil,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,11","R$ 0,01","R$ 0,00","R$ 0,10"
Tail of the Ferocious Toxicant,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,00","R$ 0,00","R$ 0,09"
Volcanic Sanctuary,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,00","R$ 0,00","R$ 0,09"
Crownfall Sticker - Bibbit,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,00","R$ 0,00","R$ 0,09"
Wings of Blight,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,00","R$ 0,00","R$ 0,09"
Firestarter,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,00","R$ 0,00","R$ 0,09"
Jewels of Anamnessa - Weapon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,00","R$ 0,00","R$ 0,09"
Nether Lord's Regalia Set,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,00","R$ 0,00","R$ 0,09"
Witch Staff,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,00","R$ 0,00","R$ 0,09"
Bow of the Howling Wind,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,00","R$ 0,00","R$ 0,09"
Mace of the Fissured Soul,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,10","R$ 0,01","R$ 0,00","R$ 0,09"
Vestments of the Ten Plagues Shoulders,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,00","R$ 0,00","R$ 0,09"
Chest of Endless Days,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,09","R$ 0,00","R$ 0,00","R$ 0,09"
Glitter Crownfall Sticker - Centaur,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,08","R$ 0,00","R$ 0,00","R$ 0,08"
Auspicious Wings of Blight,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,08","R$ 0,00","R$ 0,00","R$ 0,08"
Reflection of the Surging Stream,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,36","R$ 0,28","R$ 0,00","R$ 0,08"
Deepest Depths,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,08","R$ 0,00","R$ 0,00","R$ 0,08"
International 2023 Loading Screen II,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,07","R$ 0,00","R$ 0,00","R$ 0,07"
Glitter Crownfall Sticker - Brother Terrence,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,07","R$ 0,00","R$ 0,00","R$ 0,07"
Eyes in the Endless Dark - Arms,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,07","R$ 0,00","R$ 0,00","R$ 0,07"
Rightful Heir,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,10","R$ 0,03","R$ 0,00","R$ 0,07"
Cursed Flamestitched Suitings Cape,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,07","R$ 0,00","R$ 0,00","R$ 0,07"
Crownfall Sticker - Riki,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,07","R$ 0,00","R$ 0,00","R$ 0,07"
Cave Johnson Announcer Pack,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,07","R$ 0,00","R$ 0,00","R$ 0,07"
Mok,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,07","R$ 0,00","R$ 0,00","R$ 0,07"
Crownfall Sticker - Sherrid The Matchmaker,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,07","R$ 0,00","R$ 0,00","R$ 0,07"
Arsenal Forge,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,07","R$ 0,00","R$ 0,00","R$ 0,07"
Razor Spines of the Sunken Gaoler,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,07","R$ 0,00","R$ 0,00","R$ 0,07"
Crownfall Sticker - Shen - Freezing,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,07","R$ 0,00","R$ 0,00","R$ 0,07"
Victorious Fighting Scoundrel - Armor,Desconhecido,Desconhecido,Desconhecido,1,"R$ 3,33","R$ 3,26","R$ 0,00","R$ 0,07"
International 2023 Loading Screen III,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Crownfall Sticker - Skeleton Ancestors,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Oaths of the Beloved - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Crownfall Sticker - Zaug's Mother,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Crownfall Sticker - Mortimer,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Battle Pass 2022 Loading Screen II,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Glitter Crownfall Sticker - Divine Developer,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Arnabus the Fairy Rabbit,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Crownfall Sticker - Winter Wyvern,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Crownfall Sticker - Spleen,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
The Reading Palms,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Crownfall Sticker - Shen,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Crownfall Sticker - Gondar (Skeleton),Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Glitter Crownfall Sticker - Batrider,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Firestarter Gas Pump,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Mantle of the Smoldering Sage,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,27","R$ 0,21","R$ 0,00","R$ 0,06"
Crownfall Sticker - Pecking Post Goon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Umbral Virtue,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,03","R$ 0,00","R$ 0,06"
Gifts of the Greevils Loading Screen,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Belt of the Proven,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Bracers of the Proven,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Plates of the Sunken Gaoler,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Crownfall Sticker - Pak'Rajul,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,00","R$ 0,00","R$ 0,06"
Cape of the Brinebred Cavalier,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
Nightwatcher's Belt,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
Armor of the Proven,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
Crownfall Sticker - Kez,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
International 2023 Team Loading Screen - BetBoom Team,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
International 2023 Team Loading Screen - Team SMG,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
Twilight Legions - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
International 2023 Team Loading Screen - LGD,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
Crownfall Sticker - Fassit the Candlemaker,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
Crownfall Sticker - Bloodseeker,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
Eyes in the Endless Dark - Serpent Wards,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
Frostivus 2023 Sticker - Sniper,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
International 2023 Loading Screen VI,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
Quiver of the Battleranger,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,06","R$ 0,01","R$ 0,00","R$ 0,05"
International 2023 Team Loading Screen - beastcoast,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
Glitter Crownfall Sticker - Spoon (Bombs),Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,00","R$ 0,00","R$ 0,05"
International 2025 Team Loading Screen - Team Tidebound,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,04","R$ 0,00","R$ 0,00","R$ 0,04"
Pauldrons of the Brinebred Cavalier,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,04","R$ 0,00","R$ 0,00","R$ 0,04"
Taunt: Blades of Gory,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,04","R$ 0,00","R$ 0,00","R$ 0,04"
International 2023 Team Loading Screen - Virtus.pro,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,04","R$ 0,00","R$ 0,00","R$ 0,04"
Frostivus 2023 Sticker - Pudges Lap,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,04","R$ 0,00","R$ 0,00","R$ 0,04"
Highborn Heretic - Weapon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,03","R$ 0,00","R$ 0,00","R$ 0,03"
Highborn Heretic - Back,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,03","R$ 0,00","R$ 0,00","R$ 0,03"
Highborn Heretic - Arms,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,03","R$ 0,00","R$ 0,00","R$ 0,03"
Highborn Heretic - Shoulder,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,03","R$ 0,00","R$ 0,00","R$ 0,03"
Highborn Heretic - Belt,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,03","R$ 0,00","R$ 0,00","R$ 0,03"
Vile Behemoth,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,07","R$ 0,00","R$ 0,02"
Taunt: Hang Loose!,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,20","R$ 0,19","R$ 0,00","R$ 0,01"
Victorious Fighting Scoundrel - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,81","R$ 0,80","R$ 0,00","R$ 0,01"
International 2023 Team Loading Screen - Vivo Keyd Stars,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,05","R$ 0,04","R$ 0,00","R$ 0,01"
Genuine Wing of the Astrorock,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,64","R$ 0,64","R$ 0,00","R$ 0,00"
Contessa's Creed Hat,Desconhecido,Desconhecido,Desconhecido,1,"R$ 9,90","R$ 9,90","R$ 0,00","R$ 0,00"
Curious Coldspell,Desconhecido,Desconhecido,Desconhecido,1,"R$ 24,50","R$ 24,50","R$ 0,00","R$ 0,00"
Taunt: Joyless Pleasure,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,09","R$ 0,09","R$ 0,00","R$ 0,00"
Halberd of the Equine Emissary,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,02","R$ 0,02","R$ 0,00","R$ 0,00"
Holy Words of the Hierophant,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,14","R$ 0,14","R$ 0,00","R$ 0,00"
Inscribed Floodmask,Desconhecido,Desconhecido,Desconhecido,1,"R$ 23,52","R$ 23,52","R$ 0,00","R$ 0,00"
Taunt: A Sproink in Your Step,Desconhecido,Desconhecido,Desconhecido,1,"R$ 1,00","R$ 1,00","R$ 0,00","R$ 0,00"
Aurora's Pyre Back,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,39","R$ 0,39","R$ 0,00","R$ 0,00"
Frosty the Sew-Man Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 9,32","R$ 9,32","R$ 0,00","R$ 0,00"
Crown of Sacred Light,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,80","R$ 0,80","R$ 0,00","R$ 0,00"
Action Figure,Modelo: Pudge,Desconhecido,Desconhecido,1,"R$ 69,00","R$ 69,00","R$ 0,00","R$ 0,00"
Geodesic Eidolon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 9,98","R$ 9,98","R$ 0,00","R$ 0,00"
Winter Lineage Hunter's Dawn,Desconhecido,Desconhecido,Desconhecido,1,"R$ 2,88","R$ 2,88","R$ 0,00","R$ 0,00"
Mine of the Swooping Elder,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,32","R$ 0,32","R$ 0,00","R$ 0,00"
Freeboot Fortunes '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 36,00","R$ 36,00","R$ 0,00","R$ 0,00"
Spirit of the Frozen Flow - Head,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,40","R$ 0,40","R$ 0,00","R$ 0,00"
Inscribed Twilight Schism,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,89","R$ 0,89","R$ 0,00","R$ 0,00"
Team Sticker Capsule - The International 2023,Desconhecido,Desconhecido,Desconhecido,2,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
Auspicious Mega-Kills: GLaDOS,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,90","R$ 0,90","R$ 0,00","R$ 0,00"
Taunt: Cold Breakfast,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,50","R$ 0,50","R$ 0,00","R$ 0,00"
Hell's Usher,Desconhecido,Desconhecido,Desconhecido,1,"R$ 12,00","R$ 12,00","R$ 0,00","R$ 0,00"
Taunt: Check This Out!,Desconhecido,Desconhecido,Desconhecido,1,"R$ 1,00","R$ 1,00","R$ 0,00","R$ 0,00"
Shadow in the Deep Dagger,Desconhecido,Desconhecido,Desconhecido,1,"R$ 11,94","R$ 11,94","R$ 0,00","R$ 0,00"
Serpent Ward of Tang-Ki,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,63","R$ 0,63","R$ 0,00","R$ 0,00"
Holo Cr1t- Player Sticker - TI 2023,Desconhecido,Desconhecido,Desconhecido,1,"R$ 1,03","R$ 1,03","R$ 0,00","R$ 0,00"
Inscribed Beetlebark and Plod,Desconhecido,Desconhecido,Desconhecido,1,"R$ 0,47","R$ 0,47","R$ 0,00","R$ 0,00"
